Order ID,Order Line Number,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,Region,State,City,Product ID,Product Name,Category,Sub-Category,Sales Amount,Quantity,Unit Price,Gross Sales Amount,Discount,Discount Amount,Cost,Profit,Sales Channel,Sales Rep,Returned Flag
ORD-202401-00142,2,2024-01-20,2024-01-22,C0115,Alice Fernandes,Consumer,Brazil,North,TO,Palmas,P023,Gel Pen Box,Office Supplies,Writing,82.87,7,11.92,83.44,0.0069,0.57,41.59,41.28,Online,Joao Pires,1
ORD-202401-00142,3,2024-01-20,2024-01-22,C0115,Alice Fernandes,Consumer,Brazil,North,TO,Palmas,P019,Premium Paper Pack,Office Supplies,Paper,112.3,6,19.58,117.48,0.0441,5.18,80.47,31.83,Online,Joao Pires,0
ORD-202401-00163,1,2024-01-20,2024-01-22,C0067,Lucas Oliveira,Consumer,Brazil,North,AM,Manaus,P007,DockPro Station,Technology,Accessories,737.56,5,150.35,751.75,0.0189,14.19,475.92,261.64,Online,Joao Pires,0
ORD-202401-00163,2,2024-01-20,2024-01-22,C0067,Lucas Oliveira,Consumer,Brazil,North,AM,Manaus,P009,TypeEdge Keyboard,Technology,Accessories,376.07,5,78.22,391.1,0.0384,15.03,209.85,166.22,Online,Joao Pires,0
ORD-202401-00066,1,2024-01-21,2024-01-22,C0089,Karen Pereira,Consumer,Brazil,South,RS,Porto Alegre,P019,Premium Paper Pack,Office Supplies,Paper,73.38,4,18.83,75.32,0.0257,1.94,53.39,19.99,Online,Daniel Rocha,0
ORD-202401-00070,1,2024-01-21,2024-01-26,C0056,Lighthouse Trading S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P023,Gel Pen Box,Office Supplies,Writing,291.63,24,12.64,303.36,0.0387,11.73,140.42,151.21,Distributors,Ana Costa,0
ORD-202401-00070,2,2024-01-21,2024-01-26,C0056,Lighthouse Trading S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P027,Archive Box,Office Supplies,Filing,239.2,11,22.56,248.16,0.0361,8.96,138.73,100.47,Distributors,Ana Costa,0
ORD-202401-00086,1,2024-01-21,2024-01-25,C0247,TrueNorth Business S.A.,Enterprise,Brazil,South,PR,Curitiba,P016,ModShelf Plus,Furniture,Storage,452.52,2,235.38,470.76,0.0387,18.24,278.5,174.02,Direct Sales,Daniel Rocha,0
ORD-202401-00086,2,2024-01-21,2024-01-25,C0247,TrueNorth Business S.A.,Enterprise,Brazil,South,PR,Curitiba,P027,Archive Box,Office Supplies,Filing,136.32,6,23.36,140.16,0.0274,3.84,77.14,59.18,Direct Sales,Daniel Rocha,0
ORD-202401-00086,3,2024-01-21,2024-01-25,C0247,TrueNorth Business S.A.,Enterprise,Brazil,South,PR,Curitiba,P012,TaskSeat Essential,Furniture,Chairs,848.32,5,175.31,876.55,0.0322,28.23,560.8,287.52,Direct Sales,Daniel Rocha,0
ORD-202401-00124,1,2024-01-21,2024-01-22,C0065,Alice Gomes,Consumer,Brazil,North,PA,Belem,P008,FlexMouse Wireless,Technology,Accessories,115.56,3,39.47,118.41,0.0241,2.85,66.21,49.35,Online,Isabela Duarte,0
ORD-202401-00176,1,2024-01-21,2024-01-25,C0157,Nova Trading Ltd.,Small Business,Brazil,Southeast,RJ,Rio de Janeiro,P018,Compact Side Table,Furniture,Tables,128.94,1,129.88,129.88,0.0073,0.94,90.6,38.33,Direct Sales,Bruno Almeida,0
ORD-202401-00032,1,2024-01-22,2024-01-26,C0155,Capital Solutions S.A.,Enterprise,Brazil,Southeast,MG,Belo Horizonte,P021,Exec Binder Set,Office Supplies,Binders,258.51,9,28.97,260.73,0.0085,2.22,141.07,117.45,Direct Sales,Ana Costa,0
ORD-202401-00032,2,2024-01-22,2024-01-26,C0155,Capital Solutions S.A.,Enterprise,Brazil,Southeast,MG,Belo Horizonte,P018,Compact Side Table,Furniture,Tables,484.96,4,124.21,496.84,0.0239,11.88,347.61,137.35,Direct Sales,Ana Costa,0
ORD-202401-00038,1,2024-01-22,2024-01-29,C0172,Sterling Markets S.A.,Enterprise,Brazil,Northeast,BA,Salvador,P015,SteelStore Cabinet,Furniture,Storage,1357.35,4,354.77,1419.08,0.0435,61.73,943.97,413.38,Distributors,Felipe Santos,0
ORD-202401-00117,1,2024-01-22,2024-01-26,C0253,Lucas Fernandes,Consumer,Brazil,Northeast,BA,Salvador,P003,VisionView 24,Technology,Monitors,1776.25,6,318.14,1908.84,0.0695,132.59,1430.84,345.42,Online,Eduarda Lima,0
ORD-202401-00117,2,2024-01-22,2024-01-26,C0253,Lucas Fernandes,Consumer,Brazil,Northeast,BA,Salvador,P006,InkFlow Compact,Technology,Printers,230.77,1,242.6,242.6,0.0488,11.83,191.04,39.73,Online,Eduarda Lima,0
ORD-202401-00117,3,2024-01-22,2024-01-26,C0253,Lucas Fernandes,Consumer,Brazil,Northeast,BA,Salvador,P011,ErgoSeat Mesh,Furniture,Chairs,568.8,2,299.14,598.28,0.0493,29.48,384.29,184.5,Online,Eduarda Lima,0
ORD-202401-00155,1,2024-01-22,2024-01-26,C0033,Daniel Costa,Consumer,Brazil,Northeast,PE,Recife,P008,FlexMouse Wireless,Technology,Accessories,262.64,7,38.4,268.8,0.0229,6.16,149.5,113.15,Online,Felipe Santos,0
ORD-202401-00170,1,2024-01-22,2024-01-24,C0167,Aurora Supply Ltd.,Small Business,Brazil,Southeast,MG,Belo Horizonte,P010,FocusCam Pro,Technology,Accessories,512.9,5,106.51,532.55,0.0369,19.65,283.59,229.31,Direct Sales,Larissa Araujo,0
ORD-202401-00170,2,2024-01-22,2024-01-24,C0167,Aurora Supply Ltd.,Small Business,Brazil,Southeast,MG,Belo Horizonte,P016,ModShelf Plus,Furniture,Storage,455.98,2,232.32,464.64,0.0186,8.66,278.42,177.56,Direct Sales,Larissa Araujo,0
ORD-202401-00170,3,2024-01-22,2024-01-24,C0167,Aurora Supply Ltd.,Small Business,Brazil,Southeast,MG,Belo Horizonte,P015,SteelStore Cabinet,Furniture,Storage,694.41,2,351.1,702.2,0.0111,7.79,484.63,209.77,Direct Sales,Larissa Araujo,0
ORD-202401-00114,1,2024-01-23,2024-01-26,C0123,Core Logistics Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P003,VisionView 24,Technology,Monitors,1112.53,4,285.22,1140.88,0.0248,28.35,951.0,161.53,Retail Stores,Felipe Santos,0
ORD-202401-00114,2,2024-01-23,2024-01-26,C0123,Core Logistics Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P013,LiftDesk 120,Furniture,Desks,2955.33,5,602.87,3014.35,0.0196,59.02,2344.23,611.1,Retail Stores,Felipe Santos,0
ORD-202401-00114,3,2024-01-23,2024-01-26,C0123,Core Logistics Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P007,DockPro Station,Technology,Accessories,819.3,6,140.7,844.2,0.0295,24.9,583.92,235.39,Retail Stores,Felipe Santos,0
ORD-202401-00114,4,2024-01-23,2024-01-26,C0123,Core Logistics Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P015,SteelStore Cabinet,Furniture,Storage,318.11,1,328.02,328.02,0.0302,9.91,225.94,92.16,Retail Stores,Felipe Santos,0
ORD-202401-00118,1,2024-01-23,2024-01-26,C0217,Alice Fernandes,Consumer,Brazil,North,AM,Manaus,P020,Eco Paper Pack,Office Supplies,Paper,179.51,12,15.35,184.2,0.0255,4.69,121.34,58.17,Online,Joao Pires,0
ORD-202401-00118,2,2024-01-23,2024-01-26,C0217,Alice Fernandes,Consumer,Brazil,North,AM,Manaus,P015,SteelStore Cabinet,Furniture,Storage,357.91,1,370.3,370.3,0.0335,12.39,241.64,116.27,Online,Joao Pires,0
ORD-202401-00118,3,2024-01-23,2024-01-26,C0217,Alice Fernandes,Consumer,Brazil,North,AM,Manaus,P012,TaskSeat Essential,Furniture,Chairs,550.77,3,186.72,560.16,0.0168,9.39,366.23,184.54,Online,Joao Pires,0
ORD-202401-00127,1,2024-01-23,2024-01-25,C0191,Union Retail S.A.,Enterprise,Brazil,Northeast,CE,Fortaleza,P028,Folder Kit,Office Supplies,Filing,129.4,9,14.73,132.57,0.0239,3.17,77.72,51.68,Online,Eduarda Lima,0
ORD-202401-00127,2,2024-01-23,2024-01-25,C0191,Union Retail S.A.,Enterprise,Brazil,Northeast,CE,Fortaleza,P006,InkFlow Compact,Technology,Printers,1407.07,6,247.63,1485.78,0.053,78.71,1184.69,222.38,Online,Eduarda Lima,0
ORD-202401-00148,1,2024-01-23,2024-01-25,C0045,Fernanda Souza,Consumer,Brazil,Northeast,BA,Salvador,P026,Shelf Labels,Office Supplies,Labels,104.67,11,9.74,107.14,0.0231,2.47,42.61,62.06,Online,Eduarda Lima,0
ORD-202401-00014,1,2024-01-24,2024-01-26,C0134,BlueWave Distribution Ltd.,Small Business,Brazil,South,SC,Florianopolis,P026,Shelf Labels,Office Supplies,Labels,51.74,6,8.93,53.58,0.0343,1.84,24.52,27.22,Online,Mateus Ribeiro,0
ORD-202401-00014,2,2024-01-24,2024-01-26,C0134,BlueWave Distribution Ltd.,Small Business,Brazil,South,SC,Florianopolis,P018,Compact Side Table,Furniture,Tables,633.81,5,128.94,644.7,0.0169,10.89,462.23,171.58,Online,Mateus Ribeiro,0
ORD-202401-00014,3,2024-01-24,2024-01-26,C0134,BlueWave Distribution Ltd.,Small Business,Brazil,South,SC,Florianopolis,P020,Eco Paper Pack,Office Supplies,Paper,198.14,14,14.67,205.38,0.0352,7.24,140.23,57.91,Online,Mateus Ribeiro,0
ORD-202401-00022,1,2024-01-24,2024-01-31,C0211,Capital Services S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P009,TypeEdge Keyboard,Technology,Accessories,553.0,8,72.22,577.76,0.0429,24.76,318.61,234.39,Distributors,Larissa Araujo,0
ORD-202401-00022,2,2024-01-24,2024-01-31,C0211,Capital Services S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P011,ErgoSeat Mesh,Furniture,Chairs,1086.61,4,288.37,1153.48,0.058,66.87,740.73,345.88,Distributors,Larissa Araujo,0
ORD-202401-00022,3,2024-01-24,2024-01-31,C0211,Capital Services S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P008,FlexMouse Wireless,Technology,Accessories,317.96,9,37.09,333.81,0.0475,15.85,192.49,125.47,Distributors,Larissa Araujo,0
ORD-202401-00065,1,2024-01-24,2024-01-27,C0148,Thiago Costa,Consumer,Brazil,Midwest,MT,Cuiaba,P007,DockPro Station,Technology,Accessories,545.93,4,142.07,568.28,0.0393,22.35,370.95,174.97,Retail Stores,Gabriela Moura,0
ORD-202401-00065,2,2024-01-24,2024-01-27,C0148,Thiago Costa,Consumer,Brazil,Midwest,MT,Cuiaba,P003,VisionView 24,Technology,Monitors,1277.2,4,328.07,1312.28,0.0267,35.08,978.03,299.17,Retail Stores,Gabriela Moura,0
ORD-202401-00099,1,2024-01-24,2024-01-26,C0138,Igor Almeida,Consumer,Brazil,Southeast,SP,Sao Paulo,P010,FocusCam Pro,Technology,Accessories,264.75,3,90.28,270.84,0.0225,6.09,178.3,86.45,Online,Bruno Almeida,0
ORD-202401-00099,2,2024-01-24,2024-01-26,C0138,Igor Almeida,Consumer,Brazil,Southeast,SP,Sao Paulo,P008,FlexMouse Wireless,Technology,Accessories,154.64,4,40.13,160.52,0.0366,5.88,82.66,71.97,Online,Bruno Almeida,0
ORD-202401-00116,1,2024-01-24,2024-01-27,C0056,Lighthouse Trading S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P004,VisionView 27 QHD,Technology,Monitors,1341.59,3,472.15,1416.45,0.0529,74.86,1097.96,243.63,Retail Stores,Larissa Araujo,1
ORD-202401-00116,2,2024-01-24,2024-01-27,C0056,Lighthouse Trading S.A.,Enterprise,Brazil,Southeast,SP,Sao Paulo,P017,Forum Meeting Table,Furniture,Tables,1932.14,2,999.69,1999.38,0.0336,67.24,1664.83,267.31,Retail Stores,Larissa Araujo,0
ORD-202401-00082,1,2024-01-25,2024-01-27,C0215,Alice Almeida,Consumer,Brazil,North,PA,Belem,P010,FocusCam Pro,Technology,Accessories,500.35,5,102.66,513.3,0.0252,12.95,286.69,213.66,Retail Stores,Isabela Duarte,0
ORD-202401-00082,2,2024-01-25,2024-01-27,C0215,Alice Almeida,Consumer,Brazil,North,PA,Belem,P023,Gel Pen Box,Office Supplies,Writing,47.26,4,11.93,47.72,0.0096,0.46,24.19,23.07,Retail Stores,Isabela Duarte,0
ORD-202401-00097,1,2024-01-25,2024-01-28,C0022,Vanessa Lima,Consumer,Brazil,Southeast,SP,Sao Paulo,P009,TypeEdge Keyboard,Technology,Accessories,65.27,1,67.98,67.98,0.0399,2.71,42.18,23.09,Retail Stores,Bruno Almeida,0
ORD-202401-00097,2,2024-01-25,2024-01-28,C0022,Vanessa Lima,Consumer,Brazil,Southeast,SP,Sao Paulo,P002,ApexBook 15 Pro,Technology,Laptops,1837.33,1,1923.44,1923.44,0.0448,86.11,1466.73,370.6,Retail Stores,Bruno Almeida,0
ORD-202401-00026,1,2024-01-26,2024-01-31,C0202,Golden Logistics Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P019,Premium Paper Pack,Office Supplies,Paper,282.16,16,17.72,283.52,0.0048,1.36,215.68,66.49,Direct Sales,Henrique Souza,0
ORD-202401-00026,2,2024-01-26,2024-01-31,C0202,Golden Logistics Ltd.,Small Business,Brazil,Midwest,MT,Cuiaba,P013,LiftDesk 120,Furniture,Desks,629.32,1,637.86,637.86,0.0134,8.54,461.26,168.06,Direct Sales,Henrique Souza,0
ORD-202401-00064,1,2024-01-26,2024-01-27,C0079,TrueNorth Logistics Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P013,LiftDesk 120,Furniture,Desks,2416.4,4,615.43,2461.72,0.0184,45.32,1964.3,452.1,Retail Stores,Henrique Souza,0
ORD-202401-00136,1,2024-01-26,2024-01-29,C0123,Core Logistics Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P028,Folder Kit,Office Supplies,Filing,159.12,10,16.14,161.4,0.0141,2.28,89.02,70.1,Retail Stores,Felipe Santos,1
ORD-202401-00136,2,2024-01-26,2024-01-29,C0123,Core Logistics Ltd.,Small Business,Brazil,Northeast,CE,Fortaleza,P003,VisionView 24,Technology,Monitors,607.14,2,307.95,615.9,0.0142,8.76,458.01,149.13,Retail Stores,Felipe Santos,0
ORD-202401-00140,1,2024-01-26,2024-01-31,C0236,Capital Supply Ltd.,Small Business,Brazil,South,PR,Curitiba,P028,Folder Kit,Office Supplies,Filing,153.76,10,15.7,157.0,0.0206,3.24,87.53,66.23,Direct Sales,Carla Nogueira,0
ORD-202401-00140,2,2024-01-26,2024-01-31,C0236,Capital Supply Ltd.,Small Business,Brazil,South,PR,Curitiba,P007,DockPro Station,Technology,Accessories,617.98,5,127.2,636.0,0.0283,18.02,452.46,165.52,Direct Sales,Carla Nogueira,0
ORD-202401-00011,1,2024-01-27,2024-01-31,C0091,Core Solutions S.A.,Enterprise,Brazil,North,AM,Manaus,P018,Compact Side Table,Furniture,Tables,367.22,3,123.81,371.43,0.0113,4.21,284.52,82.69,Retail Stores,Joao Pires,0
ORD-202401-00108,1,2024-01-27,2024-01-30,C0226,Patricia Oliveira,Consumer,Brazil,Southeast,SP,Sao Paulo,P027,Archive Box,Office Supplies,Filing,126.03,6,21.61,129.66,0.028,3.63,74.24,51.79,Online,Ana Costa,0
ORD-202401-00108,2,2024-01-27,2024-01-30,C0226,Patricia Oliveira,Consumer,Brazil,Southeast,SP,Sao Paulo,P021,Exec Binder Set,Office Supplies,Binders,161.75,6,28.21,169.26,0.0444,7.51,94.84,66.91,Online,Ana Costa,0
ORD-202401-00108,3,2024-01-27,2024-01-30,C0226,Patricia Oliveira,Consumer,Brazil,Southeast,SP,Sao Paulo,P003,VisionView 24,Technology,Monitors,319.05,1,330.43,330.43,0.0344,11.38,234.35,84.7,Online,Ana Costa,0
ORD-202401-00108,4,2024-01-27,2024-01-30,C0226,Patricia Oliveira,Consumer,Brazil,Southeast,SP,Sao Paulo,P018,Compact Side Table,Furniture,Tables,334.99,3,115.19,345.57,0.0306,10.58,281.85,53.14,Online,Ana Costa,0
ORD-202401-00128,1,2024-01-27,2024-01-29,C0109,Vertex Supply Ltd.,Small Business,Brazil,South,SC,Florianopolis,P008,FlexMouse Wireless,Technology,Accessories,225.13,6,37.95,227.7,0.0113,2.57,121.19,103.94,Retail Stores,Mateus Ribeiro,0
ORD-202401-00145,1,2024-01-27,2024-02-01,C0177,Pioneer Group Ltd.,Small Business,Brazil,South,PR,Curitiba,P016,ModShelf Plus,Furniture,Storage,854.16,4,223.49,893.96,0.0445,39.8,583.78,270.38,Distributors,Mateus Ribeiro,0
ORD-202401-00047,1,2024-01-28,2024-02-01,C0181,Core Business Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P002,ApexBook 15 Pro,Technology,Laptops,5447.6,3,1924.44,5773.32,0.0564,325.72,4528.92,918.67,Retail Stores,Henrique Souza,0
ORD-202401-00047,2,2024-01-28,2024-02-01,C0181,Core Business Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P014,WorkBench 160,Furniture,Desks,1580.84,2,790.42,1580.84,0.0,0.0,1238.16,342.68,Retail Stores,Henrique Souza,0
ORD-202401-00047,3,2024-01-28,2024-02-01,C0181,Core Business Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P025,Shipping Labels,Office Supplies,Labels,74.16,7,10.76,75.32,0.0154,1.16,38.55,35.61,Retail Stores,Henrique Souza,0
ORD-202401-00052,1,2024-01-28,2024-01-31,C0189,Sterling Markets Ltd.,Small Business,Brazil,Midwest,GO,Goiania,P026,Shelf Labels,Office Supplies,Labels,109.36,12,9.22,110.64,0.0116,1.28,49.06,60.29,Online,Henrique Souza,0
ORD-202401-00093,1,2024-01-28,2024-02-02,C0247,TrueNorth Business S.A.,Enterprise,Brazil,South,PR,Curitiba,P022,Economy Binder Set,Office Supplies,Binders,366.96,20,18.78,375.6,0.023,8.64,192.32,174.64,Distributors,Mateus Ribeiro,0
ORD-202401-00093,2,2024-01-28,2024-02-02,C0247,TrueNorth Business S.A.,Enterprise,Brazil,South,PR,Curitiba,P009,TypeEdge Keyboard,Technology,Accessories,705.87,10,72.41,724.1,0.0252,18.23,402.96,302.91,Distributors,Mateus Ribeiro,0
ORD-202401-00156,1,2024-01-28,2024-01-30,C0081,Nova Retail Ltd.,Small Business,Brazil,South,PR,Curitiba,P027,Archive Box,Office Supplies,Filing,241.01,12,20.95,251.4,0.0413,10.39,153.8,87.21,Online,Mateus Ribeiro,0
ORD-202401-00156,2,2024-01-28,2024-01-30,C0081,Nova Retail Ltd.,Small Business,Brazil,South,PR,Curitiba,P025,Shipping Labels,Office Supplies,Labels,142.03,12,11.92,143.04,0.0071,1.01,59.71,82.32,Online,Mateus Ribeiro,0
ORD-202401-00165,1,2024-01-28,2024-01-29,C0243,Beatriz Carvalho,Consumer,Brazil,South,SC,Florianopolis,P015,SteelStore Cabinet,Furniture,Storage,958.71,3,331.53,994.59,0.0361,35.88,684.41,274.3,Online,Mateus Ribeiro,0
ORD-202401-00165,2,2024-01-28,2024-01-29,C0243,Beatriz Carvalho,Consumer,Brazil,South,SC,Florianopolis,P010,FocusCam Pro,Technology,Accessories,409.65,4,103.92,415.68,0.0145,6.03,230.03,179.62,Online,Mateus Ribeiro,0
ORD-202401-00165,3,2024-01-28,2024-01-29,C0243,Beatriz Carvalho,Consumer,Brazil,South,SC,Florianopolis,P024,Marker Kit,Office Supplies,Writing,59.17,4,15.18,60.72,0.0255,1.55,30.54,28.63,Online,Mateus Ribeiro,0
ORD-202401-00175,1,2024-01-28,2024-02-04,C0161,TrueNorth Commerce Ltd.,Small Business,Brazil,Northeast,PE,Recife,P016,ModShelf Plus,Furniture,Storage,1000.58,5,208.05,1040.25,0.0381,39.67,732.69,267.89,Distributors,Eduarda Lima,0
ORD-202401-00175,2,2024-01-28,2024-02-04,C0161,TrueNorth Commerce Ltd.,Small Business,Brazil,Northeast,PE,Recife,P003,VisionView 24,Technology,Monitors,1726.45,5,353.44,1767.2,0.0231,40.75,1194.57,531.89,Distributors,Eduarda Lima,0
ORD-202401-00101,1,2024-01-29,2024-01-31,C0050,Daniel Oliveira,Consumer,Brazil,North,PA,Belem,P009,TypeEdge Keyboard,Technology,Accessories,151.39,2,76.89,153.78,0.0156,2.39,84.18,67.21,Direct Sales,Isabela Duarte,0
ORD-202401-00115,1,2024-01-29,2024-01-31,C0181,Core Business Ltd.,Small Business,Brazil,Midwest,DF,Brasilia,P003,VisionView 24,Technology,Monitors,959.87,3,338.38,1015.14,0.0544,55.27,725.15,234.72,Online,Gabriela Moura,0
ORD-202401-00137,1,2024-01-29,2024-02-02,C0253,Lucas Fernandes,Consumer,Brazil,Northeast,BA,Salvador,P025,Shipping Labels,Office Supplies,Labels,66.65,6,11.28,67.68,0.0152,1.03,29.82,36.83,Online,Felipe Santos,0
ORD-202401-00137,2,2024-01-29,2024-02-02,C0253,Lucas Fernandes,Consumer,Brazil,Northeast,BA,Salvador,P009,TypeEdge Keyboard,Technology,Accessories,271.67,4,69.01,276.04,0.0158,4.37,159.58,112.08,Online,Felipe Santos,0
ORD-202401-00137,3,2024-01-29,2024-02-02,C0253,Lucas Fernandes,Consumer,Brazil,Northeast,BA,Salvador,P022,Economy Binder Set,Office Supplies,Binders,163.98,9,18.69,168.21,0.0252,4.23,90.11,73.87,Online,Felipe Santos,0
ORD-202401-00137,4,2024-01-29,2024-02-02,C0253,Lucas Fernandes,Consumer,Brazil,Northeast,BA,Salvador,P004,VisionView 27 QHD,Technology,Monitors,1392.91,3,487.5,1462.5,0.0476,69.59,1081.29,311.62,Online,Felipe Santos,0
ORD-202401-00147,1,2024-01-30,2024-02-03,C0195,Rafael Almeida,Consumer,Brazil,North,TO,Palmas,P012,TaskSeat Essential,Furniture,Chairs,363.63,2,186.39,372.78,0.0245,9.15,232.65,130.99,Online,Isabela Duarte,0
ORD-202401-00150,1,2024-01-30,2024-02-02,C0154,Capital Trading S.A.,Enterprise,Brazil,North,TO,Palmas,P009,TypeEdge Keyboard,Technology,Accessories,269.52,4,69.32,277.28,0.028,7.76,166.91,102.61,Retail Stores,Isabela Duarte,0
ORD-202401-00150,2,2024-01-30,2024-02-02,C0154,Capital Trading S.A.,Enterprise,Brazil,North,TO,Palmas,P012,TaskSeat Essential,Furniture,Chairs,324.38,2,170.44,340.88,0.0484,16.5,238.2,86.18,Retail Stores,Isabela Duarte,0
ORD-202401-00013,1,2024-01-31,2024-02-04,C0054,Patricia Carvalho,Consumer,Brazil,Southeast,RJ,Rio de Janeiro,P010,FocusCam Pro,Technology,Accessories,584.85,6,103.18,619.08,0.0553,34.23,333.07,251.78,Online,Ana Costa,0
ORD-202401-00013,2,2024-01-31,2024-02-04,C0054,Patricia Carvalho,Consumer,Brazil,Southeast,RJ,Rio de Janeiro,P012,TaskSeat Essential,Furniture,Chairs,505.31,3,179.94,539.82,0.0639,34.51,337.14,168.18,Online,Ana Costa,0
ORD-202401-00017,1,2024-01-31,2024-02-01,C0112,Aurora Distribution Ltd.,Small Business,Brazil,Northeast,PE,Recife,P006,InkFlow Compact,Technology,Printers,459.34,2,240.46,480.92,0.0449,21.58,374.73,84.61,Retail Stores,Eduarda Lima,0
ORD-202401-00017,2,2024-01-31,2024-02-01,C0112,Aurora Distribution Ltd.,Small Business,Brazil,Northeast,PE,Recife,P008,FlexMouse Wireless,Technology,Accessories,410.03,11,37.34,410.74,0.0017,0.71,232.28,177.75,Retail Stores,Eduarda Lima,0
ORD-202401-00029,1,2024-01-31,2024-02-02,C0017,Vertex Trading Ltd.,Small Business,Brazil,South,PR,Curitiba,P007,DockPro Station,Technology,Accessories,944.6,7,140.44,983.08,0.0391,38.48,651.08,293.52,Retail Stores,Carla Nogueira,0
ORD-202401-00029,2,2024-01-31,2024-02-02,C0017,Vertex Trading Ltd.,Small Business,Brazil,South,PR,Curitiba,P024,Marker Kit,Office Supplies,Writing,134.73,9,15.29,137.61,0.0209,2.88,66.86,67.87,Retail Stores,Carla Nogueira,0
ORD-202401-00029,3,2024-01-31,2024-02-02,C0017,Vertex Trading Ltd.,Small Business,Brazil,South,PR,Curitiba,P016,ModShelf Plus,Furniture,Storage,216.16,1,221.09,221.09,0.0223,4.93,138.54,77.62,Retail Stores,Carla Nogueira,0
ORD-202401-00058,1,2024-01-31,2024-02-06,C0190,Caio Gomes,Consumer,Brazil,Southeast,SP,Sao Paulo,P025,Shipping Labels,Office Supplies,Labels,175.88,17,10.91,185.47,0.0517,9.59,87.47,88.41,Distributors,Bruno Almeida,0
ORD-202401-00058,2,2024-01-31,2024-02-06,C0190,Caio Gomes,Consumer,Brazil,Southeast,SP,Sao Paulo,P021,Exec Binder Set,Office Supplies,Binders,318.83,12,27.55,330.6,0.0356,11.77,193.01,125.82,Distributors,Bruno Almeida,0
ORD-202401-00119,1,2024-01-31,2024-02-03,C0162,Karen Fernandes,Consumer,Brazil,South,SC,Florianopolis,P021,Exec Binder Set,Office Supplies,Binders,86.15,3,29.7,89.1,0.0331,2.95,46.54,39.61,Retail Stores,Daniel Rocha,0
ORD-202401-00119,2,2024-01-31,2024-02-03,C0162,Karen Fernandes,Consumer,Brazil,South,SC,Florianopolis,P028,Folder Kit,Office Supplies,Filing,83.63,5,17.33,86.65,0.0348,3.02,44.44,39.2,Retail Stores,Daniel Rocha,0
ORD-202402-00187,1,2024-02-01,2024-02-03,C0109,Vertex Supply Ltd.,Small Business,Brazil,South,SC,Florianopolis,P006,InkFlow Compact,Technology,Printers,1198.1,5,254.74,1273.7,0.0594,75.6,946.72,251.38,Online,Daniel Rocha,0
ORD-202402-00187,2,2024-02-01,2024-02-03,C0109,Vertex Supply Ltd.,Small Business,Brazil,South,SC,Florianopolis,P024,Marker Kit,Office Supplies,Writing,118.08,8,15.03,120.24,0.0179,2.16,59.17,58.92,Online,Daniel Rocha,0
ORD-202402-00192,1,2024-02-01,2024-02-04,C0196,Helena Souza,Consumer,Brazil,Midwest,GO,Goiania,P005,LaserJet Office X1,Technology,Printers,1549.41,4,396.93,1587.72,0.0241,38.31,1428.58,120.83,Retail Stores,Gabriela Moura,0
ORD-202402-00192,2,2024-02-01,2024-02-04,C0196,Helena Souza,Consumer,Brazil,Midwest,GO,Goiania,P003,VisionView 24,Technology,Monitors,996.1,3,338.79,1016.37,0.0199,20.27,718.21,277.89,Retail Stores,Gabriela Moura,0
ORD-202402-00192,3,2024-02-01,2024-02-04,C0196,Helena Souza,Consumer,Brazil,Midwest,GO,Goiania,P027,Archive Box,Office Supplies,Filing,102.76,5,20.88,104.4,0.0157,1.64,64.24,38.52,Retail Stores,Gabriela Moura,0
ORD-202402-00223,1,2024-02-01,2024-02-05,C0161,TrueNorth Commerce Ltd.,Small Business,Brazil,Northeast,PE,Recife,P022,Economy Binder Set,Office Supplies,Binders,178.2,10,18.09,180.9,0.015,2.7,98.06,80.14,Retail Stores,Felipe Santos,0
ORD-202402-00223,2,2024-02-01,2024-02-05,C0161,TrueNorth Commerce Ltd.,Small Business,Brazil,Northeast,PE,Recife,P024,Marker Kit,Office Supplies,Writing,68.72,5,13.87,69.35,0.0091,0.63,37.12,31.6,Retail Stores,Felipe Santos,0
ORD-202402-00223,3,2024-02-01,2024-02-05,C0161,TrueNorth Commerce Ltd.,Small Business,Brazil,Northeast,PE,Recife,P027,Archive Box,Office Supplies,Filing,107.56,5,21.61,108.05,0.0045,0.49,63.33,44.23,Retail Stores,Felipe Santos,0
